Грузополучатель,Грузополучатель_адрес,reciever_lat,reciever_long
20001016,"[51.449, 57.0908]",51.449,57.0908
20001018,"[55.98, 37.4911]",55.98,37.4911
20001019,"[51.772152649999995, 87.60473784416027]",51.772152649999995,87.60473784416027
20001023,"[46.6364, 142.7794]",46.6364,142.7794
20001024,"[46.9522, 142.7406]",46.9522,142.7406
20001025,"[69.56905979999999, 88.31246256290044]",69.56905979999999,88.31246256290044
20001026,"[62.3943529, 43.8710054]",62.3943529,43.8710054
20001029,"[55.1544, 61.4297]",55.1544,61.4297
20001030,"[59.7513, 30.4766]",59.7513,30.4766
20001031,"[60.1256, 29.8764]",60.1256,29.8764
20001032,"[55.3353049, 61.3115019]",55.3353049,61.3115019
20001033,"[65.5277567, 72.5368799]",65.5277567,72.5368799
20001034,"[62.5444149, 65.6479234]",62.5444149,65.6479234
20001035,"[54.3408, 73.2098]",54.3408,73.2098
20001037,"[55.752, 37.615]",55.752,37.615
20001038,"[55.0344, 61.3792]",55.0344,61.3792
20001039,"[51.1133, 59.0831]",51.1133,59.0831
20001040,"[25.195348682352943, 86.98009136470588]",25.195348682352943,86.98009136470588
20001041,"[56.860786399999995, 60.52682850765105]",56.860786399999995,60.52682850765105
20001042,"[62.5444149, 65.6479234]",62.5444149,65.6479234
20001043,"[54.15, 41.2333]",54.15,41.2333
20001044,"[52.5833, 111.8333]",52.5833,111.8333
20001047,"[25.195348682352943, 86.98009136470588]",25.195348682352943,86.98009136470588
20001049,"[54.3408, 73.2098]",54.3408,73.2098
20001050,"[58.2918806, 68.3249]",58.2918806,68.3249
20001053,"[60.1256, 29.8764]",60.1256,29.8764
20001054,"[60.9333, 76.5667]",60.9333,76.5667
20001055,"[51.9437, 42.5303]",51.9437,42.5303
20001056,"[51.9437, 42.5303]",51.9437,42.5303
20001058,"[59.7513, 30.4766]",59.7513,30.4766
20001060,"[51.449, 57.0908]",51.449,57.0908
20001063,"[59.7513, 30.4766]",59.7513,30.4766
20001064,"[60.1256, 29.8764]",60.1256,29.8764
20001065,"[61.05, 76.1]",61.05,76.1
20001066,"[55.752, 37.615]",55.752,37.615
20001067,"[64.8477, 77.4524]",64.8477,77.4524
20001068,"[68.8791143, 32.9829507]",68.8791143,32.9829507
20001069,"[68.7043375, 30.284228]",68.7043375,30.284228
20001070,"[59.8260907, 110.8921657]",59.8260907,110.8921657
20001071,"[52.4245705, 104.03323500107456]",52.4245705,104.03323500107456
20001072,"[52.4245705, 104.03323500107456]",52.4245705,104.03323500107456
20001073,"[52.4245705, 104.03323500107456]",52.4245705,104.03323500107456
20001074,"[52.4245705, 104.03323500107456]",52.4245705,104.03323500107456
20001075,"[52.4245705, 104.03323500107456]",52.4245705,104.03323500107456
20001076,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20001077,"[69.61667015, 81.83318471685809]",69.61667015,81.83318471685809
20001078,"[55.7522, 37.6156]",55.7522,37.6156
20001079,"[54.3408, 73.2098]",54.3408,73.2098
20001084,"[56.8263, 60.5388]",56.8263,60.5388
20001088,"[62.2355908, 78.26561301867105]",62.2355908,78.26561301867105
20001089,"[57.0221632, 120.7366132244305]",57.0221632,120.7366132244305
20001090,"[54.3502338, 21.7947722]",54.3502338,21.7947722
20001091,"[55.46183, 89.131393]",55.46183,89.131393
20001092,"[64.12083515, 75.42857321462492]",64.12083515,75.42857321462492
20001093,"[62.2355908, 78.26561301867105]",62.2355908,78.26561301867105
20001098,"[62.2355908, 78.26561301867105]",62.2355908,78.26561301867105
20001099,"[61.343260349999994, 112.803010475]",61.343260349999994,112.803010475
20001100,"[52.4667204, 49.3396861]",52.4667204,49.3396861
20001101,"[52.4667204, 49.3396861]",52.4667204,49.3396861
20001102,"[57.3381, 47.875]",57.3381,47.875
20001103,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20001108,"[55.7522, 37.6156]",55.7522,37.6156
20001113,"[59.8283001, 70.9924373]",59.8283001,70.9924373
20001114,"[59.8283001, 70.9924373]",59.8283001,70.9924373
20001115,"[65.9297, 66.124]",65.9297,66.124
20001116,"[43.3620656, 132.8319624]",43.3620656,132.8319624
20001117,"[56.132591399999995, 38.43552736326269]",56.132591399999995,38.43552736326269
20001118,"[55.0411, 82.9344]",55.0411,82.9344
20001121,"[59.9321, 30.1968]",59.9321,30.1968
20001124,"[61.8049094, 34.3378509]",61.8049094,34.3378509
20001128,"[55.970187, 37.911842]",55.970187,37.911842
20001129,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20001130,"[52.08801975, 51.55265019805225]",52.08801975,51.55265019805225
20001131,"[57.8016516, 38.44078838600855]",57.8016516,38.44078838600855
20001132,"[56.14742125, 40.45421755780475]",56.14742125,40.45421755780475
20001133,"[60.02262305, 30.264307885641852]",60.02262305,30.264307885641852
20001134,"[73.54496295000001, 142.05157831658676]",73.54496295000001,142.05157831658676
20001135,"[43.3620656, 132.8319624]",43.3620656,132.8319624
20001136,"[43.3620656, 132.8319624]",43.3620656,132.8319624
20001137,"[43.3620656, 132.8319624]",43.3620656,132.8319624
20001138,"[55.0938743, 38.7670121]",55.0938743,38.7670121
20001139,"[55.9159529, 37.8099819]",55.9159529,37.8099819
20001140,"[55.80722865, 37.49830790312943]",55.80722865,37.49830790312943
20001141,"[54.536984450000006, 36.284765015060536]",54.536984450000006,36.284765015060536
20001142,"[53.325407, 50.3084189]",53.325407,50.3084189
20001143,"[56.0353443, 35.9567781]",56.0353443,35.9567781
20001144,"[55.506478, 36.0213092]",55.506478,36.0213092
20001145,"[56.3546364, 37.5219743]",56.3546364,37.5219743
20001146,"[48.778029399999994, 132.9324084472222]",48.778029399999994,132.9324084472222
20001147,"[55.1576953, 82.9632879]",55.1576953,82.9632879
20001148,"[53.96434575000001, 40.69339671940287]",53.96434575000001,40.69339671940287
20001149,"[58.540737, 49.4901215]",58.540737,49.4901215
20001150,"[58.540737, 49.4901215]",58.540737,49.4901215
20001151,"[53.325407, 50.3084189]",53.325407,50.3084189
20001152,"[56.66196465, 36.924186665327866]",56.66196465,36.924186665327866
20001153,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001154,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001155,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001156,"[58.9197816, 61.8421963]",58.9197816,61.8421963
20001157,"[57.345446, 60.0094762]",57.345446,60.0094762
20001158,"[57.416515, 38.183498]",57.416515,38.183498
20001159,"[54.0758953, 61.5385287]",54.0758953,61.5385287
20001160,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001161,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001162,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001163,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001164,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20001168,"[53.3267225, 50.3051858]",53.3267225,50.3051858
20001169,"[53.3267225, 50.3051858]",53.3267225,50.3051858
20001173,"[52.9712887, 49.7020769]",52.9712887,49.7020769
20001174,"[52.9712887, 49.7020769]",52.9712887,49.7020769
20001175,"[56.66196465, 36.924186665327866]",56.66196465,36.924186665327866
20001180,"[55.99825445, 44.30370798160905]",55.99825445,44.30370798160905
20001183,"[59.9321, 30.1968]",59.9321,30.1968
20001188,"[56.1210895, 38.1457655]",56.1210895,38.1457655
20001189,"[56.1210895, 38.1457655]",56.1210895,38.1457655
20001190,"[52.9712887, 49.7020769]",52.9712887,49.7020769
20001191,"[52.9712887, 49.7020769]",52.9712887,49.7020769
20001192,"[56.66196465, 36.924186665327866]",56.66196465,36.924186665327866
20001193,"[60.9333, 76.5667]",60.9333,76.5667
20001203,"[57.1, 65.76]",57.1,65.76
20001208,"[59.9321, 30.1968]",59.9321,30.1968
20001209,"[59.9321, 30.1968]",59.9321,30.1968
20001210,"[59.8944, 30.2642]",59.8944,30.2642
20001211,"[59.7513, 30.4766]",59.7513,30.4766
20001213,"[21.438740266666667, -98.87545795333332]",21.438740266666667,-98.87545795333332
20001218,"[53.82835925, 39.568863107844365]",53.82835925,39.568863107844365
20001219,"[63.79126425, 74.49600960164467]",63.79126425,74.49600960164467
20001220,"[52.3385, 47.2763]",52.3385,47.2763
20001221,"[52.4333, 53.1667]",52.4333,53.1667
20001224,"[50.79, 59.25]",50.79,59.25
20001225,"[65.9944237, 57.5570861]",65.9944237,57.5570861
20001228,"[56.7658, 105.6483]",56.7658,105.6483
20001229,"[56.3287, 44.002]",56.3287,44.002
20001233,"[60.1256, 29.8764]",60.1256,29.8764
20001238,"[53.4516277, 44.66246910024991]",53.4516277,44.66246910024991
20001243,"[44.8356623, -0.5672898]",44.8356623,-0.5672898
20001244,"[59.9321, 30.1968]",59.9321,30.1968
20001245,"[52.73407995, 52.44476803316911]",52.73407995,52.44476803316911
20001246,"[59.7702688, 30.7177363]",59.7702688,30.7177363
20001247,"[60.076893150000004, 30.260818030492622]",60.076893150000004,30.260818030492622
20001248,"[80.7984841, 51.258641]",80.7984841,51.258641
20001249,"[55.35, 78.35]",55.35,78.35
20001250,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20001251,"[66.0833, 76.6333]",66.0833,76.6333
20001252,"[67.4667, 78.7]",67.4667,78.7
20001253,"[51.449, 57.0908]",51.449,57.0908
20001254,"[47.370534899999996, 39.46597632166487]",47.370534899999996,39.46597632166487
20001255,"[55.752, 37.615]",55.752,37.615
20001256,"[61.868949400000005, 70.79755837885943]",61.868949400000005,70.79755837885943
20001258,"[56.7658, 105.6483]",56.7658,105.6483
20001259,"[61.0042, 69.0019]",61.0042,69.0019
20001260,"[59.8092, 30.3817]",59.8092,30.3817
20001261,"[59.9312876, 30.3372411]",59.9312876,30.3372411
20001262,"[55.0411, 82.9344]",55.0411,82.9344
20001263,"[55.35, 78.35]",55.35,78.35
20001264,"[53.36, 83.76]",53.36,83.76
20001265,"[56.75, 61.38]",56.75,61.38
20001266,"[56.8263, 60.5388]",56.8263,60.5388
20001267,"[55.05, 74.5667]",55.05,74.5667
20001268,"[53.7333, 78.0333]",53.7333,78.0333
20001269,"[55.3333, 86.0833]",55.3333,86.0833
20001270,"[56.6047, 57.7558]",56.6047,57.7558
20001271,"[58.1708, 109.0781]",58.1708,109.0781
20001272,"[55.752, 37.615]",55.752,37.615
20001273,"[55.7522, 37.6156]",55.7522,37.6156
20001274,"[56.3287, 44.002]",56.3287,44.002
20001275,"[55.0411, 82.9344]",55.0411,82.9344
20001276,"[54.3408, 73.2098]",54.3408,73.2098
20001277,"[54.41, 71.95]",54.41,71.95
20001278,"[59.8092, 30.3817]",59.8092,30.3817
20001279,"[59.3917, 61.5617]",59.3917,61.5617
20001280,"[54.5097, 83.3403]",54.5097,83.3403
20001281,"[57.1522, 65.5272]",57.1522,65.5272
20001282,"[55.1544, 61.4297]",55.1544,61.4297
20001283,"[58.5811, 50.5389]",58.5811,50.5389
20001284,"[58.5811, 50.5389]",58.5811,50.5389
20001285,"[58.5811, 50.5389]",58.5811,50.5389
20001286,"[53.53, 59.5767]",53.53,59.5767
20001287,"[59.8944, 30.2642]",59.8944,30.2642
20001288,"[57.9750473, 33.2553308]",57.9750473,33.2553308
20001289,"[58.6517932, 27.468547000154416]",58.6517932,27.468547000154416
20001290,"[60.02262305, 30.264307885641852]",60.02262305,30.264307885641852
20001291,"[69.56905979999999, 88.31246256290044]",69.56905979999999,88.31246256290044
20001292,"[57.81667765, 28.28943905858094]",57.81667765,28.28943905858094
20001294,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20001295,"[66.8811, 79.4907]",66.8811,79.4907
20001296,"[59.85272885, 30.182504448889866]",59.85272885,30.182504448889866
20001297,"[44.8356623, -0.5672898]",44.8356623,-0.5672898
20001298,"[21.438740266666667, -98.87545795333332]",21.438740266666667,-98.87545795333332
20001302,"[55.7522, 37.6156]",55.7522,37.6156
20001303,"[54.3408, 73.2098]",54.3408,73.2098
20001304,"[59.3361087, 31.2580958]",59.3361087,31.2580958
20001305,"[55.752, 37.615]",55.752,37.615
20001306,"[55.7522, 37.6156]",55.7522,37.6156
20001307,"[55.7522, 37.6156]",55.7522,37.6156
20001308,"[59.7513, 30.4766]",59.7513,30.4766
20001313,"[55.7522, 37.6156]",55.7522,37.6156
20001314,"[55.7522, 37.6156]",55.7522,37.6156
20001315,"[55.7522, 37.6156]",55.7522,37.6156
20001316,"[55.7522, 37.6156]",55.7522,37.6156
20001317,"[55.7522, 37.6156]",55.7522,37.6156
20001318,"[55.7522, 37.6156]",55.7522,37.6156
20001319,"[55.7522, 37.6156]",55.7522,37.6156
20001320,"[55.7522, 37.6156]",55.7522,37.6156
20001321,"[55.7522, 37.6156]",55.7522,37.6156
20001322,"[55.7522, 37.6156]",55.7522,37.6156
20001323,"[55.752, 37.615]",55.752,37.615
20001324,"[55.7522, 37.6156]",55.7522,37.6156
20001325,"[55.7522, 37.6156]",55.7522,37.6156
20001326,"[55.7522, 37.6156]",55.7522,37.6156
20001327,"[55.752, 37.615]",55.752,37.615
20001328,"[55.752, 37.615]",55.752,37.615
20001329,"[55.7522, 37.6156]",55.7522,37.6156
20001330,"[55.7522, 37.6156]",55.7522,37.6156
20001331,"[55.7522, 37.6156]",55.7522,37.6156
20001332,"[55.7522, 37.6156]",55.7522,37.6156
20001333,"[55.7522, 37.6156]",55.7522,37.6156
20001334,"[55.7522, 37.6156]",55.7522,37.6156
20001335,"[55.7522, 37.6156]",55.7522,37.6156
20001336,"[55.7522, 37.6156]",55.7522,37.6156
20001337,"[61.0042, 69.0019]",61.0042,69.0019
20001338,"[59.8944, 30.2642]",59.8944,30.2642
20001343,"[52.3667, 54.0833]",52.3667,54.0833
20001344,"[55.46183, 89.131393]",55.46183,89.131393
20001345,"[55.46183, 89.131393]",55.46183,89.131393
20001348,"[56.7860317, 105.7591958]",56.7860317,105.7591958
20001349,"[65.9944237, 57.5570861]",65.9944237,57.5570861
20001353,"[59.8092, 30.3817]",59.8092,30.3817
20001355,"[60.0247, 108.0878]",60.0247,108.0878
20001357,"[63.1667, 75.6167]",63.1667,75.6167
20001359,"[65.9944237, 57.5570861]",65.9944237,57.5570861
20001363,"[63.5581, 53.6889]",63.5581,53.6889
20001368,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20001369,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20001370,"[66.6572, 66.4183]",66.6572,66.4183
20001371,"[66.6572, 66.4183]",66.6572,66.4183
20001378,"[67.029, 72.0413]",67.029,72.0413
20001388,"[56.7809812, 105.745018]",56.7809812,105.745018
20001389,"[56.7809812, 105.745018]",56.7809812,105.745018
20001390,"[56.7658, 105.6483]",56.7658,105.6483
20001391,"[56.7658, 105.6483]",56.7658,105.6483
20001393,"[67.6481, 53.0472]",67.6481,53.0472
20001398,"[57.1, 65.76]",57.1,65.76
20001399,"[65.5369605, 72.52923021448598]",65.5369605,72.52923021448598
20001400,"[65.5277567, 72.5368799]",65.5277567,72.5368799
20001401,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20001402,"[62.5444149, 65.6479234]",62.5444149,65.6479234
20001403,"[80.7984841, 51.258641]",80.7984841,51.258641
20001408,"[68.9717, 33.0819]",68.9717,33.0819
20001413,"[57.0091015, 27.8403526]",57.0091015,27.8403526
20001418,"[68.9717, 33.0819]",68.9717,33.0819
20001423,"[59.7513, 30.4766]",59.7513,30.4766
20001428,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20001438,"[44.0477813, 43.00139493616491]",44.0477813,43.00139493616491
20001443,"[25.195348682352943, 86.98009136470588]",25.195348682352943,86.98009136470588
20001444,"[51.449, 57.0908]",51.449,57.0908
20001448,"[52.499031, 103.94667]",52.499031,103.94667
20001449,"[56.5, 84.9667]",56.5,84.9667
20001453,"[52.9220371, 158.5073923778425]",52.9220371,158.5073923778425
20001454,"[65.5277567, 72.5368799]",65.5277567,72.5368799
20001463,"[58.6517932, 27.468547000154416]",58.6517932,27.468547000154416
20001468,"[56.4422, 60.1878]",56.4422,60.1878
20001469,"[48.729, 44.2489]",48.729,44.2489
20001473,"[60.1256, 29.8764]",60.1256,29.8764
20001474,"[68.9717, 33.0819]",68.9717,33.0819
20001475,"[68.9717, 33.0819]",68.9717,33.0819
20001476,"[68.9717, 33.0819]",68.9717,33.0819
20001477,"[68.9717, 33.0819]",68.9717,33.0819
20001478,"[60.1256, 29.8764]",60.1256,29.8764
20001479,"[64.4831222, 76.6980528]",64.4831222,76.6980528
20001480,"[68.9717, 33.0819]",68.9717,33.0819
20001481,"[59.9321, 30.1968]",59.9321,30.1968
20001483,"[60.1256, 29.8764]",60.1256,29.8764
20001489,"[61.2412, 77.4858]",61.2412,77.4858
20001493,"[46.6356963, 6.5320717]",46.6356963,6.5320717
20001498,"[58.2918806, 68.3249]",58.2918806,68.3249
20001503,"[55.7522, 37.6156]",55.7522,37.6156
20001508,"[61.0333, 28.9333]",61.0333,28.9333
20001509,"[53.36, 83.76]",53.36,83.76
20001513,"[58.5446, 68.4194]",58.5446,68.4194
20001514,"[55.752, 37.615]",55.752,37.615
20001515,"[60.1256, 29.8764]",60.1256,29.8764
20001516,"[56.3287, 44.002]",56.3287,44.002
20001517,"[58.5811, 50.5389]",58.5811,50.5389
20001518,"[45.1058, 38.9333]",45.1058,38.9333
20001519,"[55.0411, 82.9344]",55.0411,82.9344
20001520,"[55.3333, 86.0833]",55.3333,86.0833
20001521,"[54.3112, 73.8572]",54.3112,73.8572
20001522,"[58.1708, 109.0781]",58.1708,109.0781
20001523,"[56.8263, 60.5388]",56.8263,60.5388
20001524,"[57.1, 65.76]",57.1,65.76
20001525,"[60.9881, 71.9931]",60.9881,71.9931
20001526,"[55.1544, 61.4297]",55.1544,61.4297
20001528,"[53.3267225, 50.3051858]",53.3267225,50.3051858
20001533,"[59.9321, 30.1968]",59.9321,30.1968
20001538,"[55.7866, 52.4385]",55.7866,52.4385
20001539,"[51.3384, 58.7657]",51.3384,58.7657
20001548,"[62.1445646, 65.4349289]",62.1445646,65.4349289
20001549,"[54.9, 59.74]",54.9,59.74
20001550,"[66.69915915, 66.19413911300725]",66.69915915,66.19413911300725
20001553,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20001554,"[56.3315899, 38.1494631]",56.3315899,38.1494631
20001558,"[55.3545361, 78.3339639]",55.3545361,78.3339639
20001559,"[56.860786399999995, 60.52682850765105]",56.860786399999995,60.52682850765105
20001560,"[55.7522, 37.6156]",55.7522,37.6156
20001563,"[51.449, 57.0908]",51.449,57.0908
20001564,"[63.1667, 75.6167]",63.1667,75.6167
20001565,"[63.1667, 75.6167]",63.1667,75.6167
20001566,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20001567,"[59.8944, 30.2642]",59.8944,30.2642
20001569,"[50.79, 59.25]",50.79,59.25
20001573,"[63.20275225, 75.45226511999205]",63.20275225,75.45226511999205
20001574,"[63.79126425, 74.49600960164467]",63.79126425,74.49600960164467
20001575,"[61.02087815, 76.08519695371463]",61.02087815,76.08519695371463
20001576,"[55.0968581, 21.3838754]",55.0968581,21.3838754
20001577,"[47.8759679, 33.38278671651827]",47.8759679,33.38278671651827
20001578,"[61.7438146, 75.58032695147195]",61.7438146,75.58032695147195
20001579,"[51.9704148, 55.1857471]",51.9704148,55.1857471
20001580,"[65.5277567, 72.5368799]",65.5277567,72.5368799
20001581,"[43.18718655, -0.728247400084667]",43.18718655,-0.728247400084667
20001582,"[62.6461162, 135.5829996]",62.6461162,135.5829996
20001583,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20001584,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20001586,"[66.0833, 76.6333]",66.0833,76.6333
20001588,"[25.195348682352943, 86.98009136470588]",25.195348682352943,86.98009136470588
20001589,"[46.9574273, 142.727438]",46.9574273,142.727438
20001590,"[62.4704742, 65.5600351]",62.4704742,65.5600351
20001591,"[46.9574273, 142.727438]",46.9574273,142.727438
20001592,"[46.9574273, 142.727438]",46.9574273,142.727438
20001593,"[52.1883454, 45.5777746]",52.1883454,45.5777746
20001594,"[21.764213599999998, 108.566833709917]",21.764213599999998,108.566833709917
20001595,"[49.8423946, 24.0308972]",49.8423946,24.0308972
20001596,"[62.6268347, 65.68750936302801]",62.6268347,65.68750936302801
20001597,"[56.0428994, 64.0298459]",56.0428994,64.0298459
20001598,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20001599,"[57.6022687, 78.4023754]",57.6022687,78.4023754
20001600,"[57.46452735, 78.43417231837878]",57.46452735,78.43417231837878
20001601,"[57.46452735, 78.43417231837878]",57.46452735,78.43417231837878
20001602,"[48.644667299999995, 73.9329351370386]",48.644667299999995,73.9329351370386
20001603,"[53.3675523, -2.2893647]",53.3675523,-2.2893647
20001604,"[48.644667299999995, 73.9329351370386]",48.644667299999995,73.9329351370386
20001605,"[55.9460596, -3.3499127]",55.9460596,-3.3499127
20001606,"[66.878941, 79.76866586090222]",66.878941,79.76866586090222
20001607,"[55.3613211, 36.7577337]",55.3613211,36.7577337
20001608,"[55.3613211, 36.7577337]",55.3613211,36.7577337
20001609,"[55.3613211, 36.7577337]",55.3613211,36.7577337
20001610,"[55.3613211, 36.7577337]",55.3613211,36.7577337
20001613,"[61.868949400000005, 70.79755837885943]",61.868949400000005,70.79755837885943
20001614,"[61.868949400000005, 70.79755837885943]",61.868949400000005,70.79755837885943
20001628,"[53.0725, 45.3546]",53.0725,45.3546
20001630,"[49.544, 44.2679]",49.544,44.2679
20001631,"[56.399, 92.4783]",56.399,92.4783
20001633,"[66.0833, 76.6333]",66.0833,76.6333
20001635,"[62.5444149, 65.6479234]",62.5444149,65.6479234
20001638,"[54.3408, 73.2098]",54.3408,73.2098
20001640,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20001641,"[55.7522, 37.6156]",55.7522,37.6156
20001642,"[60.1256, 29.8764]",60.1256,29.8764
20001643,"[59.5497806, 70.0022944]",59.5497806,70.0022944
20001644,"[55.7522, 37.6156]",55.7522,37.6156
20001645,"[56.4056, 61.9278]",56.4056,61.9278
20001646,"[66.941626, 129.642371]",66.941626,129.642371
20001653,"[58.1107, 92.7155]",58.1107,92.7155
20001658,"[65.5277567, 72.5368799]",65.5277567,72.5368799
20001663,"[58.5811, 50.5389]",58.5811,50.5389
20001664,"[55.1544, 61.4297]",55.1544,61.4297
20001665,"[54.7428, 80.6465]",54.7428,80.6465
20001666,"[56.8575, 60.6125]",56.8575,60.6125
20001667,"[55.752, 37.615]",55.752,37.615
20001668,"[51.4439, 43.165]",51.4439,43.165
20001673,"[55.752, 37.615]",55.752,37.615
20001674,"[60.0922, 30.2368]",60.0922,30.2368
20001675,"[57.1, 65.76]",57.1,65.76
20001676,"[41.9301008, 76.7632087]",41.9301008,76.7632087
20001677,"[55.8285563, 37.3722173]",55.8285563,37.3722173
20001678,"[47.6397, 43.1914]",47.6397,43.1914
20001683,"[64.4831222, 76.6980528]",64.4831222,76.6980528
20001688,"[47.6397, 43.1914]",47.6397,43.1914
20001693,"[55.752, 37.615]",55.752,37.615
20001694,"[56.860786399999995, 60.52682850765105]",56.860786399999995,60.52682850765105
20001698,"[55.1284, 73.0947]",55.1284,73.0947
20001699,"[63.1667, 75.6167]",63.1667,75.6167
20001700,"[56.5, 84.9667]",56.5,84.9667
20001701,"[60.7283, 77.5928]",60.7283,77.5928
20001702,"[51.449, 57.0908]",51.449,57.0908
20001703,"[58.5811, 50.5389]",58.5811,50.5389
20001704,"[61.0042, 69.0019]",61.0042,69.0019
20001708,"[54.3408, 73.2098]",54.3408,73.2098
20001709,"[54.41, 71.95]",54.41,71.95
20001710,"[54.3408, 73.2098]",54.3408,73.2098
20001711,"[54.3408, 73.2098]",54.3408,73.2098
20001712,"[54.3408, 73.2098]",54.3408,73.2098
20001713,"[55.7522, 37.6156]",55.7522,37.6156
20001714,"[54.3408, 73.2098]",54.3408,73.2098
20001715,"[59.9321, 30.1968]",59.9321,30.1968
20001716,"[55.7522, 37.6156]",55.7522,37.6156
20001717,"[55.752, 37.615]",55.752,37.615
20001718,"[55.7522, 37.6156]",55.7522,37.6156
20001719,"[55.7522, 37.6156]",55.7522,37.6156
20001720,"[54.3408, 73.2098]",54.3408,73.2098
20001721,"[55.7522, 37.6156]",55.7522,37.6156
20001722,"[54.3408, 73.2098]",54.3408,73.2098
20001723,"[60.1256, 29.8764]",60.1256,29.8764
20001724,"[59.9321, 30.1968]",59.9321,30.1968
20001725,"[44.7239, 37.7708]",44.7239,37.7708
20001726,"[51.1133, 59.0831]",51.1133,59.0831
20001727,"[59.885, 29.8958]",59.885,29.8958
20001728,"[59.9321, 30.1968]",59.9321,30.1968
20001729,"[68.9717, 33.0819]",68.9717,33.0819
20001730,"[44.7239, 37.7708]",44.7239,37.7708
20001731,"[45.6814, 38.1336]",45.6814,38.1336
20001732,"[45.6814, 38.1336]",45.6814,38.1336
20001733,"[59.9321, 30.1968]",59.9321,30.1968
20001734,"[46.4725, 41.5428]",46.4725,41.5428
20001735,"[55.205, 34.2922]",55.205,34.2922
20001736,"[54.6197, 39.74]",54.6197,39.74
20001737,"[54.6197, 39.74]",54.6197,39.74
20001738,"[55.752, 37.615]",55.752,37.615
20001739,"[54.3408, 73.2098]",54.3408,73.2098
20001740,"[59.9321, 30.1968]",59.9321,30.1968
20001741,"[55.9606, 38.0456]",55.9606,38.0456
20001742,"[56.3287, 44.002]",56.3287,44.002
20001743,"[60.1256, 29.8764]",60.1256,29.8764
20001744,"[52.0333, 113.55]",52.0333,113.55
20001745,"[55.9017, 37.4375]",55.9017,37.4375
20001746,"[56.8263, 60.5388]",56.8263,60.5388
20001747,"[54.15, 41.2333]",54.15,41.2333
20001748,"[56.4464, 58.9183]",56.4464,58.9183
20001749,"[66.0833, 76.6333]",66.0833,76.6333
20001753,"[52.788502, 52.253899]",52.788502,52.253899
20001754,"[55.7556, 60.7028]",55.7556,60.7028
20001758,"[59.8944, 30.2642]",59.8944,30.2642
20001759,"[54.3408, 73.2098]",54.3408,73.2098
20001760,"[55.8225, 37.3181]",55.8225,37.3181
20001761,"[55.9606, 38.0456]",55.9606,38.0456
20001762,"[59.885, 29.8958]",59.885,29.8958
20001763,"[68.9717, 33.0819]",68.9717,33.0819
20001764,"[48.8047, 44.5858]",48.8047,44.5858
20001765,"[55.04190815, 82.76985218835415]",55.04190815,82.76985218835415
20001766,"[55.7522, 37.6156]",55.7522,37.6156
20001768,"[66.8811, 79.4907]",66.8811,79.4907
20001769,"[56.4464, 58.9183]",56.4464,58.9183
20001770,"[53.7275, 84.93]",53.7275,84.93
20001773,"[55.752, 37.615]",55.752,37.615
20001774,"[55.9691, 38.1461]",55.9691,38.1461
20001775,"[55.7522, 37.6156]",55.7522,37.6156
20001778,"[45.6814, 38.1336]",45.6814,38.1336
20001779,"[54.6197, 39.74]",54.6197,39.74
20001780,"[55.205, 34.2922]",55.205,34.2922
20001781,"[46.4725, 41.5428]",46.4725,41.5428
20001782,"[59.8944, 30.2642]",59.8944,30.2642
20001783,"[59.7513, 30.4766]",59.7513,30.4766
20001784,"[55.7522, 37.6156]",55.7522,37.6156
20001785,"[59.1639, 49.9306]",59.1639,49.9306
20001786,"[59.7513, 30.4766]",59.7513,30.4766
20001787,"[55.9558, 37.2972]",55.9558,37.2972
20001788,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20001789,"[60.9339411, 76.5814274]",60.9339411,76.5814274
20001790,"[47.91644264999999, -4.034734743686087]",47.91644264999999,-4.034734743686087
20001791,"[62.5444149, 65.6479234]",62.5444149,65.6479234
20001792,"[54.6197, 39.74]",54.6197,39.74
20001793,"[60.1022, 30.2131]",60.1022,30.2131
20001794,"[56.8619, 35.8931]",56.8619,35.8931
20001795,"[58.1167, 28.4333]",58.1167,28.4333
20001796,"[54.3333, 48.4]",54.3333,48.4
